2.12100405700000	1.50705689000000,
2.35229041800000	1.53384631400000,
0.487031540000000	0.66543449300000,
3.34628799300000	1.85366544800000,
3.23285737900000	1.74609122900000,
3.09142918100000	1.77619125200000,
3.16167247800000	1.80891778700000,
2.30897878500000	1.60404224300000,
3.65071085300000	1.78074826900000,
3.20504172700000	1.77364165400000,
0.252350181000000	0.52553222000000,
3.85363468200000	1.90907363200000,
1.36460907000000	1.20840181500000,
0.791612323000000	0.87551249600000,
3.64249359900000	1.83080685000000,
3.81320158200000	1.96929703900000,
0.983214013000000	0.96411075500000,
1.29226512000000	1.22610819500000,
3.60759297900000	1.88528891400000,
3.77574439800000	1.92355410900000,
0.330886347000000	0.54727986100000,
2.70930577900000	1.64004466400000,
0.418577253000000	0.54624882500000,
1.52772183200000	1.17705588300000,
3.65858904400000	1.97939059100000,
0.748837398000000	0.82472945200000,
2.75139048000000	1.59388648000000,
0.730664684000000	0.86130291500000,
2.85294366300000	1.68894157000000,
2.95379856700000	1.71502122400000,
0.469977791000000	0.73875816700000,
2.99032348400000	1.76739403400000,
0.704606435000000	0.92943041000000,
2.09371720000000	1.39685225200000,
1.14430092100000	0.97842453400000,
1.32633124900000	1.18186065200000,
2.57666399100000	1.53300965300000,
1.36350731300000	1.16894120800000,
3.73227671000000	1.97552663700000,
1.51180613800000	1.25244940200000,
3.40254926700000	1.78417144200000,
1.72967783800000	1.30594406500000,
3.91067933200000	2.03927477500000,
3.04766456200000	1.75585737300000,
1.44608914400000	1.19138497400000,
1.38126509200000	1.11273413400000,
1.01640195400000	1.11117237500000,
2.12953096100000	1.43530861200000,
0.249778528000000	0.47689185100000,
2.17447710300000	1.47921922600000,
0.0626199930000000	0.20892482600000,
0.694747137000000	0.78739578800000,
0.744468231000000	0.88161565600000,
0.907116520000000	0.88304383300000,
3.04950692200000	1.67275632300000,
1.04276694400000	0.99641853500000,
2.23498207300000	1.48746461900000,
3.14852720500000	1.74334111400000,
1.26203665900000	1.05555731400000,
2.17568880800000	1.45729484500000,
0.274548774000000	0.53197266100000,
3.50091310200000	1.82686745900000,
3.20225243200000	1.84137428400000,
2.34780745500000	1.56724278100000,
0.421804192000000	0.63469050300000,
3.15320978900000	1.77641150900000,
1.63331149300000	1.29387536100000,
2.34376639100000	1.51085068400000,
0.638732018000000	0.83157529500000,
2.53945975000000	1.58295456400000,
2.55541931200000	1.61144296100000,
2.33189158000000	1.56056798700000,
1.45806961900000	1.26403982600000,
1.58646430600000	1.25215653400000,
0.353038725000000	0.66017233100000,
2.33932328700000	1.43122672600000,
0.595562954000000	0.77263729900000,
0.640642747000000	0.77663980400000,
0.125903555000000	0.35583926800000,
2.51377553700000	1.56030857300000,
2.05015321800000	1.42384542200000,
2.53225493600000	1.48367033800000,
3.00103000000000	1.78084699400000,
1.38706909900000	1.17352120100000,
1.64427911500000	1.29285022700000,
0.575112985000000	0.76050905600000,
2.51590484700000	1.59568067900000,
1.07771371600000	1.08558046000000,
3.93265553700000	2.01164175600000,
3.11684803200000	1.76646215300000,
2.63910035300000	1.67363254600000,
1.44396827000000	1.23755291700000,
2.13146009800000	1.38001317500000,
0.957995120000000	0.96009873200000,
1.10800645000000	1.05307462300000,
2.16336027800000	1.45311944200000,
3.76140547700000	1.90792325900000,
3.36421229600000	1.81847956500000,
2.53206764300000	1.58127267900000,
0.928547787000000	0.89644825500000,
1.13887492400000	1.04341847700000,
3.94807700300000	1.96822065500000,
1.85253722300000	1.44633803800000,
2.37256997600000	1.53096516100000,
3.50513987200000	1.78757238400000,
3.68277162600000	1.85603296000000,
1.03923912300000	0.97330817800000,
2.03798779400000	1.42233105000000,
0.402135391000000	0.62948655400000,
0.448805626000000	0.72533245100000,
2.87528480900000	1.64795223400000,
0.351263926000000	0.67629339100000,
0.477891036000000	0.75787971500000,
0.400921804000000	0.68114649500000,
1.16354611400000	1.12541507600000,
1.34126841600000	1.11083656100000,
3.12238865300000	1.78324160000000,
2.03285692500000	1.42212949700000,
1.39574974000000	1.18505214500000,
1.62527009700000	1.34650719800000,
1.58249276500000	1.20776263900000,
2.71213442600000	1.62011970400000,
3.50105476600000	1.96338889500000,
2.59036104800000	1.58147682100000,
